Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
New York,2 wk ahead,Bin,percent,3.2,3.3,0.007633588
New York,2 wk ahead,Bin,percent,3.3,3.4,0.007633588
New York,2 wk ahead,Bin,percent,3.4,3.5,0.007633588
New York,2 wk ahead,Bin,percent,3.5,3.6,0.007633588
New York,2 wk ahead,Bin,percent,3.6,3.7,0.007633588
New York,2 wk ahead,Bin,percent,3.7,3.8,0.007633588
New York,2 wk ahead,Bin,percent,3.8,3.9,0.007633588
New York,2 wk ahead,Bin,percent,3.9,4,0.007633588
New York,2 wk ahead,Bin,percent,4,4.1,0.007633588
New York,2 wk ahead,Bin,percent,4.1,4.2,0.007633588
New York,2 wk ahead,Bin,percent,4.2,4.3,0.007633588
New York,2 wk ahead,Bin,percent,4.3,4.4,0.007633588
New York,2 wk ahead,Bin,percent,4.4,4.5,0.007633588
New York,2 wk ahead,Bin,percent,4.5,4.6,0.007633588
New York,2 wk ahead,Bin,percent,4.6,4.7,0.007633588
New York,2 wk ahead,Bin,percent,4.7,4.8,0.007633588
New York,2 wk ahead,Bin,percent,4.8,4.9,0.007633588
New York,2 wk ahead,Bin,percent,4.9,5,0.007633588
New York,2 wk ahead,Bin,percent,5,5.1,0.007633588
New York,2 wk ahead,Bin,percent,5.1,5.2,0.007633588
New York,2 wk ahead,Bin,percent,5.2,5.3,0.007633588
New York,2 wk ahead,Bin,percent,5.3,5.4,0.007633588
New York,2 wk ahead,Bin,percent,5.4,5.5,0.007633588
New York,2 wk ahead,Bin,percent,5.5,5.6,0.007633588
New York,2 wk ahead,Bin,percent,5.6,5.7,0.007633588
New York,2 wk ahead,Bin,percent,5.7,5.8,0.007633588
New York,2 wk ahead,Bin,percent,5.8,5.9,0.007633588
New York,2 wk ahead,Bin,percent,5.9,6,0.007633588
New York,2 wk ahead,Bin,percent,6,6.1,0.007633588
New York,2 wk ahead,Bin,percent,6.1,6.2,0.007633588
New York,2 wk ahead,Bin,percent,6.2,6.3,0.007633588
New York,2 wk ahead,Bin,percent,6.3,6.4,0.007633588
New York,2 wk ahead,Bin,percent,6.4,6.5,0.007633588
New York,2 wk ahead,Bin,percent,6.5,6.6,0.007633588
New York,2 wk ahead,Bin,percent,6.6,6.7,0.007633588
New York,2 wk ahead,Bin,percent,6.7,6.8,0.007633588
New York,2 wk ahead,Bin,percent,6.8,6.9,0.007633588
New York,2 wk ahead,Bin,percent,6.9,7,0.007633588
New York,2 wk ahead,Bin,percent,7,7.1,0.007633588
New York,2 wk ahead,Bin,percent,7.1,7.2,0.007633588
New York,2 wk ahead,Bin,percent,7.2,7.3,0.007633588
New York,2 wk ahead,Bin,percent,7.3,7.4,0.007633588
New York,2 wk ahead,Bin,percent,7.4,7.5,0.007633588
New York,2 wk ahead,Bin,percent,7.5,7.6,0.007633588
New York,2 wk ahead,Bin,percent,7.6,7.7,0.007633588
New York,2 wk ahead,Bin,percent,7.7,7.8,0.007633588
New York,2 wk ahead,Bin,percent,7.8,7.9,0.007633588
New York,2 wk ahead,Bin,percent,7.9,8,0.007633588
New York,2 wk ahead,Bin,percent,8,8.1,0.007633588
New York,2 wk ahead,Bin,percent,8.1,8.2,0.007633588
New York,2 wk ahead,Bin,percent,8.2,8.3,0.007633588
New York,2 wk ahead,Bin,percent,8.3,8.4,0.007633588
New York,2 wk ahead,Bin,percent,8.4,8.5,0.007633588
New York,2 wk ahead,Bin,percent,8.5,8.6,0.007633588
New York,2 wk ahead,Bin,percent,8.6,8.7,0.007633588
New York,2 wk ahead,Bin,percent,8.7,8.8,0.007633588
New York,2 wk ahead,Bin,percent,8.8,8.9,0.007633588
New York,2 wk ahead,Bin,percent,8.9,9,0.007633588
New York,2 wk ahead,Bin,percent,9,9.1,0.007633588
New York,2 wk ahead,Bin,percent,9.1,9.2,0.007633588
New York,2 wk ahead,Bin,percent,9.2,9.3,0.007633588
New York,2 wk ahead,Bin,percent,9.3,9.4,0.007633588
New York,2 wk ahead,Bin,percent,9.4,9.5,0.007633588
New York,2 wk ahead,Bin,percent,9.5,9.6,0.007633588
New York,2 wk ahead,Bin,percent,9.6,9.7,0.007633588
New York,2 wk ahead,Bin,percent,9.7,9.8,0.007633588
New York,2 wk ahead,Bin,percent,9.8,9.9,0.007633588
New York,2 wk ahead,Bin,percent,9.9,10,0.007633588
New York,2 wk ahead,Bin,percent,10,10.1,0.007633588
New York,2 wk ahead,Bin,percent,10.1,10.2,0.007633588
New York,2 wk ahead,Bin,percent,10.2,10.3,0.007633588
New York,2 wk ahead,Bin,percent,10.3,10.4,0.007633588
New York,2 wk ahead,Bin,percent,10.4,10.5,0.007633588
New York,2 wk ahead,Bin,percent,10.5,10.6,0.007633588
New York,2 wk ahead,Bin,percent,10.6,10.7,0.007633588
New York,2 wk ahead,Bin,percent,10.7,10.8,0.007633588
New York,2 wk ahead,Bin,percent,10.8,10.9,0.007633588
New York,2 wk ahead,Bin,percent,10.9,11,0.007633588
New York,2 wk ahead,Bin,percent,11,11.1,0.007633588
New York,2 wk ahead,Bin,percent,11.1,11.2,0.007633588
New York,2 wk ahead,Bin,percent,11.2,11.3,0.007633588
New York,2 wk ahead,Bin,percent,11.3,11.4,0.007633588
New York,2 wk ahead,Bin,percent,11.4,11.5,0.007633588
New York,2 wk ahead,Bin,percent,11.5,11.6,0.007633588
New York,2 wk ahead,Bin,percent,11.6,11.7,0.007633588
New York,2 wk ahead,Bin,percent,11.7,11.8,0.007633588
New York,2 wk ahead,Bin,percent,11.8,11.9,0.007633588
New York,2 wk ahead,Bin,percent,11.9,12,0.007633588
New York,2 wk ahead,Bin,percent,12,12.1,0.007633588
New York,2 wk ahead,Bin,percent,12.1,12.2,0.007633588
New York,2 wk ahead,Bin,percent,12.2,12.3,0.007633588
New York,2 wk ahead,Bin,percent,12.3,12.4,0.007633588
New York,2 wk ahead,Bin,percent,12.4,12.5,0.007633588
New York,2 wk ahead,Bin,percent,12.5,12.6,0.007633588
New York,2 wk ahead,Bin,percent,12.6,12.7,0.007633588
New York,2 wk ahead,Bin,percent,12.7,12.8,0.007633588
New York,2 wk ahead,Bin,percent,12.8,12.9,0.007633588
New York,2 wk ahead,Bin,percent,12.9,13,0.007633588
New York,2 wk ahead,Bin,percent,13,100,0.007633588
New York,3 wk ahead,Point,percent,NA,NA,1.5
New York,3 wk ahead,Bin,percent,0,0.1,0.007633588
New York,3 wk ahead,Bin,percent,0.1,0.2,0.007633588
New York,3 wk ahead,Bin,percent,0.2,0.3,0.007633588
New York,3 wk ahead,Bin,percent,0.3,0.4,0.007633588
New York,3 wk ahead,Bin,percent,0.4,0.5,0.007633588
New York,3 wk ahead,Bin,percent,0.5,0.6,0.007633588
New York,3 wk ahead,Bin,percent,0.6,0.7,0.007633588
New York,3 wk ahead,Bin,percent,0.7,0.8,0.007633588
New York,3 wk ahead,Bin,percent,0.8,0.9,0.007633588
New York,3 wk ahead,Bin,percent,0.9,1,0.007633588
New York,3 wk ahead,Bin,percent,1,1.1,0.007633588
New York,3 wk ahead,Bin,percent,1.1,1.2,0.007633588
New York,3 wk ahead,Bin,percent,1.2,1.3,0.007633588
New York,3 wk ahead,Bin,percent,1.3,1.4,0.007633588
New York,3 wk ahead,Bin,percent,1.4,1.5,0.007633588
New York,3 wk ahead,Bin,percent,1.5,1.6,0.007633588
New York,3 wk ahead,Bin,percent,1.6,1.7,0.007633588
New York,3 wk ahead,Bin,percent,1.7,1.8,0.007633588
New York,3 wk ahead,Bin,percent,1.8,1.9,0.007633588
New York,3 wk ahead,Bin,percent,1.9,2,0.007633588
New York,3 wk ahead,Bin,percent,2,2.1,0.007633588
New York,3 wk ahead,Bin,percent,2.1,2.2,0.007633588
New York,3 wk ahead,Bin,percent,2.2,2.3,0.007633588
New York,3 wk ahead,Bin,percent,2.3,2.4,0.007633588
New York,3 wk ahead,Bin,percent,2.4,2.5,0.007633588
New York,3 wk ahead,Bin,percent,2.5,2.6,0.007633588
New York,3 wk ahead,Bin,percent,2.6,2.7,0.007633588
New York,3 wk ahead,Bin,percent,2.7,2.8,0.007633588
New York,3 wk ahead,Bin,percent,2.8,2.9,0.007633588
New York,3 wk ahead,Bin,percent,2.9,3,0.007633588
New York,3 wk ahead,Bin,percent,3,3.1,0.007633588
New York,3 wk ahead,Bin,percent,3.1,3.2,0.007633588
New York,3 wk ahead,Bin,percent,3.2,3.3,0.007633588
New York,3 wk ahead,Bin,percent,3.3,3.4,0.007633588
New York,3 wk ahead,Bin,percent,3.4,3.5,0.007633588
New York,3 wk ahead,Bin,percent,3.5,3.6,0.007633588
New York,3 wk ahead,Bin,percent,3.6,3.7,0.007633588
New York,3 wk ahead,Bin,percent,3.7,3.8,0.007633588
New York,3 wk ahead,Bin,percent,3.8,3.9,0.007633588
New York,3 wk ahead,Bin,percent,3.9,4,0.007633588
New York,3 wk ahead,Bin,percent,4,4.1,0.007633588
New York,3 wk ahead,Bin,percent,4.1,4.2,0.007633588
New York,3 wk ahead,Bin,percent,4.2,4.3,0.007633588
New York,3 wk ahead,Bin,percent,4.3,4.4,0.007633588
New York,3 wk ahead,Bin,percent,4.4,4.5,0.007633588
New York,3 wk ahead,Bin,percent,4.5,4.6,0.007633588
New York,3 wk ahead,Bin,percent,4.6,4.7,0.007633588
New York,3 wk ahead,Bin,percent,4.7,4.8,0.007633588
New York,3 wk ahead,Bin,percent,4.8,4.9,0.007633588
New York,3 wk ahead,Bin,percent,4.9,5,0.007633588
New York,3 wk ahead,Bin,percent,5,5.1,0.007633588
New York,3 wk ahead,Bin,percent,5.1,5.2,0.007633588
New York,3 wk ahead,Bin,percent,5.2,5.3,0.007633588
New York,3 wk ahead,Bin,percent,5.3,5.4,0.007633588
New York,3 wk ahead,Bin,percent,5.4,5.5,0.007633588
New York,3 wk ahead,Bin,percent,5.5,5.6,0.007633588
New York,3 wk ahead,Bin,percent,5.6,5.7,0.007633588
New York,3 wk ahead,Bin,percent,5.7,5.8,0.007633588
New York,3 wk ahead,Bin,percent,5.8,5.9,0.007633588
New York,3 wk ahead,Bin,percent,5.9,6,0.007633588
New York,3 wk ahead,Bin,percent,6,6.1,0.007633588
New York,3 wk ahead,Bin,percent,6.1,6.2,0.007633588
New York,3 wk ahead,Bin,percent,6.2,6.3,0.007633588
New York,3 wk ahead,Bin,percent,6.3,6.4,0.007633588
New York,3 wk ahead,Bin,percent,6.4,6.5,0.007633588
New York,3 wk ahead,Bin,percent,6.5,6.6,0.007633588
New York,3 wk ahead,Bin,percent,6.6,6.7,0.007633588
New York,3 wk ahead,Bin,percent,6.7,6.8,0.007633588
New York,3 wk ahead,Bin,percent,6.8,6.9,0.007633588
New York,3 wk ahead,Bin,percent,6.9,7,0.007633588
New York,3 wk ahead,Bin,percent,7,7.1,0.007633588
New York,3 wk ahead,Bin,percent,7.1,7.2,0.007633588
New York,3 wk ahead,Bin,percent,7.2,7.3,0.007633588
New York,3 wk ahead,Bin,percent,7.3,7.4,0.007633588
New York,3 wk ahead,Bin,percent,7.4,7.5,0.007633588
New York,3 wk ahead,Bin,percent,7.5,7.6,0.007633588
New York,3 wk ahead,Bin,percent,7.6,7.7,0.007633588
New York,3 wk ahead,Bin,percent,7.7,7.8,0.007633588
New York,3 wk ahead,Bin,percent,7.8,7.9,0.007633588
New York,3 wk ahead,Bin,percent,7.9,8,0.007633588
New York,3 wk ahead,Bin,percent,8,8.1,0.007633588
New York,3 wk ahead,Bin,percent,8.1,8.2,0.007633588
New York,3 wk ahead,Bin,percent,8.2,8.3,0.007633588
New York,3 wk ahead,Bin,percent,8.3,8.4,0.007633588
New York,3 wk ahead,Bin,percent,8.4,8.5,0.007633588
New York,3 wk ahead,Bin,percent,8.5,8.6,0.007633588
New York,3 wk ahead,Bin,percent,8.6,8.7,0.007633588
New York,3 wk ahead,Bin,percent,8.7,8.8,0.007633588
New York,3 wk ahead,Bin,percent,8.8,8.9,0.007633588
New York,3 wk ahead,Bin,percent,8.9,9,0.007633588
New York,3 wk ahead,Bin,percent,9,9.1,0.007633588
New York,3 wk ahead,Bin,percent,9.1,9.2,0.007633588
New York,3 wk ahead,Bin,percent,9.2,9.3,0.007633588
New York,3 wk ahead,Bin,percent,9.3,9.4,0.007633588
New York,3 wk ahead,Bin,percent,9.4,9.5,0.007633588
New York,3 wk ahead,Bin,percent,9.5,9.6,0.007633588
New York,3 wk ahead,Bin,percent,9.6,9.7,0.007633588
New York,3 wk ahead,Bin,percent,9.7,9.8,0.007633588
New York,3 wk ahead,Bin,percent,9.8,9.9,0.007633588
New York,3 wk ahead,Bin,percent,9.9,10,0.007633588
New York,3 wk ahead,Bin,percent,10,10.1,0.007633588
New York,3 wk ahead,Bin,percent,10.1,10.2,0.007633588
New York,3 wk ahead,Bin,percent,10.2,10.3,0.007633588
New York,3 wk ahead,Bin,percent,10.3,10.4,0.007633588
New York,3 wk ahead,Bin,percent,10.4,10.5,0.007633588
New York,3 wk ahead,Bin,percent,10.5,10.6,0.007633588
New York,3 wk ahead,Bin,percent,10.6,10.7,0.007633588
New York,3 wk ahead,Bin,percent,10.7,10.8,0.007633588
New York,3 wk ahead,Bin,percent,10.8,10.9,0.007633588
New York,3 wk ahead,Bin,percent,10.9,11,0.007633588
New York,3 wk ahead,Bin,percent,11,11.1,0.007633588
New York,3 wk ahead,Bin,percent,11.1,11.2,0.007633588
New York,3 wk ahead,Bin,percent,11.2,11.3,0.007633588
New York,3 wk ahead,Bin,percent,11.3,11.4,0.007633588
New York,3 wk ahead,Bin,percent,11.4,11.5,0.007633588
New York,3 wk ahead,Bin,percent,11.5,11.6,0.007633588
New York,3 wk ahead,Bin,percent,11.6,11.7,0.007633588
New York,3 wk ahead,Bin,percent,11.7,11.8,0.007633588
New York,3 wk ahead,Bin,percent,11.8,11.9,0.007633588
New York,3 wk ahead,Bin,percent,11.9,12,0.007633588
New York,3 wk ahead,Bin,percent,12,12.1,0.007633588
New York,3 wk ahead,Bin,percent,12.1,12.2,0.007633588
New York,3 wk ahead,Bin,percent,12.2,12.3,0.007633588
New York,3 wk ahead,Bin,percent,12.3,12.4,0.007633588
New York,3 wk ahead,Bin,percent,12.4,12.5,0.007633588
New York,3 wk ahead,Bin,percent,12.5,12.6,0.007633588
New York,3 wk ahead,Bin,percent,12.6,12.7,0.007633588
New York,3 wk ahead,Bin,percent,12.7,12.8,0.007633588
New York,3 wk ahead,Bin,percent,12.8,12.9,0.007633588
New York,3 wk ahead,Bin,percent,12.9,13,0.007633588
New York,3 wk ahead,Bin,percent,13,100,0.007633588
New York,4 wk ahead,Point,percent,NA,NA,1.5
New York,4 wk ahead,Bin,percent,0,0.1,0.007633588
New York,4 wk ahead,Bin,percent,0.1,0.2,0.007633588
New York,4 wk ahead,Bin,percent,0.2,0.3,0.007633588
New York,4 wk ahead,Bin,percent,0.3,0.4,0.007633588
New York,4 wk ahead,Bin,percent,0.4,0.5,0.007633588
New York,4 wk ahead,Bin,percent,0.5,0.6,0.007633588
New York,4 wk ahead,Bin,percent,0.6,0.7,0.007633588
New York,4 wk ahead,Bin,percent,0.7,0.8,0.007633588
New York,4 wk ahead,Bin,percent,0.8,0.9,0.007633588
New York,4 wk ahead,Bin,percent,0.9,1,0.007633588
New York,4 wk ahead,Bin,percent,1,1.1,0.007633588
New York,4 wk ahead,Bin,percent,1.1,1.2,0.007633588
New York,4 wk ahead,Bin,percent,1.2,1.3,0.007633588
New York,4 wk ahead,Bin,percent,1.3,1.4,0.007633588
New York,4 wk ahead,Bin,percent,1.4,1.5,0.007633588
New York,4 wk ahead,Bin,percent,1.5,1.6,0.007633588
New York,4 wk ahead,Bin,percent,1.6,1.7,0.007633588
New York,4 wk ahead,Bin,percent,1.7,1.8,0.007633588
New York,4 wk ahead,Bin,percent,1.8,1.9,0.007633588
New York,4 wk ahead,Bin,percent,1.9,2,0.007633588
New York,4 wk ahead,Bin,percent,2,2.1,0.007633588
New York,4 wk ahead,Bin,percent,2.1,2.2,0.007633588
New York,4 wk ahead,Bin,percent,2.2,2.3,0.007633588
New York,4 wk ahead,Bin,percent,2.3,2.4,0.007633588
New York,4 wk ahead,Bin,percent,2.4,2.5,0.007633588
New York,4 wk ahead,Bin,percent,2.5,2.6,0.007633588
New York,4 wk ahead,Bin,percent,2.6,2.7,0.007633588
New York,4 wk ahead,Bin,percent,2.7,2.8,0.007633588
New York,4 wk ahead,Bin,percent,2.8,2.9,0.007633588
New York,4 wk ahead,Bin,percent,2.9,3,0.007633588
New York,4 wk ahead,Bin,percent,3,3.1,0.007633588
New York,4 wk ahead,Bin,percent,3.1,3.2,0.007633588
New York,4 wk ahead,Bin,percent,3.2,3.3,0.007633588
New York,4 wk ahead,Bin,percent,3.3,3.4,0.007633588
New York,4 wk ahead,Bin,percent,3.4,3.5,0.007633588
New York,4 wk ahead,Bin,percent,3.5,3.6,0.007633588
New York,4 wk ahead,Bin,percent,3.6,3.7,0.007633588
New York,4 wk ahead,Bin,percent,3.7,3.8,0.007633588
New York,4 wk ahead,Bin,percent,3.8,3.9,0.007633588
New York,4 wk ahead,Bin,percent,3.9,4,0.007633588
New York,4 wk ahead,Bin,percent,4,4.1,0.007633588
New York,4 wk ahead,Bin,percent,4.1,4.2,0.007633588
New York,4 wk ahead,Bin,percent,4.2,4.3,0.007633588
New York,4 wk ahead,Bin,percent,4.3,4.4,0.007633588
New York,4 wk ahead,Bin,percent,4.4,4.5,0.007633588
New York,4 wk ahead,Bin,percent,4.5,4.6,0.007633588
New York,4 wk ahead,Bin,percent,4.6,4.7,0.007633588
New York,4 wk ahead,Bin,percent,4.7,4.8,0.007633588
New York,4 wk ahead,Bin,percent,4.8,4.9,0.007633588
New York,4 wk ahead,Bin,percent,4.9,5,0.007633588
New York,4 wk ahead,Bin,percent,5,5.1,0.007633588
New York,4 wk ahead,Bin,percent,5.1,5.2,0.007633588
New York,4 wk ahead,Bin,percent,5.2,5.3,0.007633588
New York,4 wk ahead,Bin,percent,5.3,5.4,0.007633588
New York,4 wk ahead,Bin,percent,5.4,5.5,0.007633588
New York,4 wk ahead,Bin,percent,5.5,5.6,0.007633588
New York,4 wk ahead,Bin,percent,5.6,5.7,0.007633588
New York,4 wk ahead,Bin,percent,5.7,5.8,0.007633588
New York,4 wk ahead,Bin,percent,5.8,5.9,0.007633588
New York,4 wk ahead,Bin,percent,5.9,6,0.007633588
New York,4 wk ahead,Bin,percent,6,6.1,0.007633588
New York,4 wk ahead,Bin,percent,6.1,6.2,0.007633588
New York,4 wk ahead,Bin,percent,6.2,6.3,0.007633588
New York,4 wk ahead,Bin,percent,6.3,6.4,0.007633588
New York,4 wk ahead,Bin,percent,6.4,6.5,0.007633588
New York,4 wk ahead,Bin,percent,6.5,6.6,0.007633588
New York,4 wk ahead,Bin,percent,6.6,6.7,0.007633588
New York,4 wk ahead,Bin,percent,6.7,6.8,0.007633588
New York,4 wk ahead,Bin,percent,6.8,6.9,0.007633588
New York,4 wk ahead,Bin,percent,6.9,7,0.007633588
New York,4 wk ahead,Bin,percent,7,7.1,0.007633588
New York,4 wk ahead,Bin,percent,7.1,7.2,0.007633588
New York,4 wk ahead,Bin,percent,7.2,7.3,0.007633588
New York,4 wk ahead,Bin,percent,7.3,7.4,0.007633588
New York,4 wk ahead,Bin,percent,7.4,7.5,0.007633588
New York,4 wk ahead,Bin,percent,7.5,7.6,0.007633588
New York,4 wk ahead,Bin,percent,7.6,7.7,0.007633588
New York,4 wk ahead,Bin,percent,7.7,7.8,0.007633588
New York,4 wk ahead,Bin,percent,7.8,7.9,0.007633588
New York,4 wk ahead,Bin,percent,7.9,8,0.007633588
New York,4 wk ahead,Bin,percent,8,8.1,0.007633588
New York,4 wk ahead,Bin,percent,8.1,8.2,0.007633588
New York,4 wk ahead,Bin,percent,8.2,8.3,0.007633588
New York,4 wk ahead,Bin,percent,8.3,8.4,0.007633588
New York,4 wk ahead,Bin,percent,8.4,8.5,0.007633588
New York,4 wk ahead,Bin,percent,8.5,8.6,0.007633588
New York,4 wk ahead,Bin,percent,8.6,8.7,0.007633588
New York,4 wk ahead,Bin,percent,8.7,8.8,0.007633588
New York,4 wk ahead,Bin,percent,8.8,8.9,0.007633588
New York,4 wk ahead,Bin,percent,8.9,9,0.007633588
New York,4 wk ahead,Bin,percent,9,9.1,0.007633588
New York,4 wk ahead,Bin,percent,9.1,9.2,0.007633588
New York,4 wk ahead,Bin,percent,9.2,9.3,0.007633588
New York,4 wk ahead,Bin,percent,9.3,9.4,0.007633588
New York,4 wk ahead,Bin,percent,9.4,9.5,0.007633588
New York,4 wk ahead,Bin,percent,9.5,9.6,0.007633588
New York,4 wk ahead,Bin,percent,9.6,9.7,0.007633588
New York,4 wk ahead,Bin,percent,9.7,9.8,0.007633588
New York,4 wk ahead,Bin,percent,9.8,9.9,0.007633588
New York,4 wk ahead,Bin,percent,9.9,10,0.007633588
New York,4 wk ahead,Bin,percent,10,10.1,0.007633588
New York,4 wk ahead,Bin,percent,10.1,10.2,0.007633588
New York,4 wk ahead,Bin,percent,10.2,10.3,0.007633588
New York,4 wk ahead,Bin,percent,10.3,10.4,0.007633588
New York,4 wk ahead,Bin,percent,10.4,10.5,0.007633588
New York,4 wk ahead,Bin,percent,10.5,10.6,0.007633588
New York,4 wk ahead,Bin,percent,10.6,10.7,0.007633588
New York,4 wk ahead,Bin,percent,10.7,10.8,0.007633588
New York,4 wk ahead,Bin,percent,10.8,10.9,0.007633588
New York,4 wk ahead,Bin,percent,10.9,11,0.007633588
New York,4 wk ahead,Bin,percent,11,11.1,0.007633588
New York,4 wk ahead,Bin,percent,11.1,11.2,0.007633588
New York,4 wk ahead,Bin,percent,11.2,11.3,0.007633588
New York,4 wk ahead,Bin,percent,11.3,11.4,0.007633588
New York,4 wk ahead,Bin,percent,11.4,11.5,0.007633588
New York,4 wk ahead,Bin,percent,11.5,11.6,0.007633588
New York,4 wk ahead,Bin,percent,11.6,11.7,0.007633588
New York,4 wk ahead,Bin,percent,11.7,11.8,0.007633588
New York,4 wk ahead,Bin,percent,11.8,11.9,0.007633588
New York,4 wk ahead,Bin,percent,11.9,12,0.007633588
New York,4 wk ahead,Bin,percent,12,12.1,0.007633588
New York,4 wk ahead,Bin,percent,12.1,12.2,0.007633588
New York,4 wk ahead,Bin,percent,12.2,12.3,0.007633588
New York,4 wk ahead,Bin,percent,12.3,12.4,0.007633588
New York,4 wk ahead,Bin,percent,12.4,12.5,0.007633588
New York,4 wk ahead,Bin,percent,12.5,12.6,0.007633588
New York,4 wk ahead,Bin,percent,12.6,12.7,0.007633588
New York,4 wk ahead,Bin,percent,12.7,12.8,0.007633588
New York,4 wk ahead,Bin,percent,12.8,12.9,0.007633588
New York,4 wk ahead,Bin,percent,12.9,13,0.007633588
New York,4 wk ahead,Bin,percent,13,100,0.007633588
North Carolina,Season peak week,Point,week,NA,NA,51
North Carolina,Season peak week,Bin,week,40,41,0.03030303
North Carolina,Season peak week,Bin,week,41,42,0.03030303
North Carolina,Season peak week,Bin,week,42,43,0.03030303
North Carolina,Season peak week,Bin,week,43,44,0.03030303
North Carolina,Season peak week,Bin,week,44,45,0.03030303
North Carolina,Season peak week,Bin,week,45,46,0.03030303
North Carolina,Season peak week,Bin,week,46,47,0.03030303
North Carolina,Season peak week,Bin,week,47,48,0.03030303
North Carolina,Season peak week,Bin,week,48,49,0.03030303
North Carolina,Season peak week,Bin,week,49,50,0.03030303
North Carolina,Season peak week,Bin,week,50,51,0.03030303
North Carolina,Season peak week,Bin,week,51,52,0.03030303
North Carolina,Season peak week,Bin,week,52,53,0.03030303
North Carolina,Season peak week,Bin,week,1,2,0.03030303
North Carolina,Season peak week,Bin,week,2,3,0.03030303
North Carolina,Season peak week,Bin,week,3,4,0.03030303
North Carolina,Season peak week,Bin,week,4,5,0.03030303
North Carolina,Season peak week,Bin,week,5,6,0.03030303
North Carolina,Season peak week,Bin,week,6,7,0.03030303
North Carolina,Season peak week,Bin,week,7,8,0.03030303
North Carolina,Season peak week,Bin,week,8,9,0.03030303
North Carolina,Season peak week,Bin,week,9,10,0.03030303
North Carolina,Season peak week,Bin,week,10,11,0.03030303
North Carolina,Season peak week,Bin,week,11,12,0.03030303
North Carolina,Season peak week,Bin,week,12,13,0.03030303
North Carolina,Season peak week,Bin,week,13,14,0.03030303
North Carolina,Season peak week,Bin,week,14,15,0.03030303
North Carolina,Season peak week,Bin,week,15,16,0.03030303
North Carolina,Season peak week,Bin,week,16,17,0.03030303
North Carolina,Season peak week,Bin,week,17,18,0.03030303
North Carolina,Season peak week,Bin,week,18,19,0.03030303
North Carolina,Season peak week,Bin,week,19,20,0.03030303
North Carolina,Season peak week,Bin,week,20,21,0.03030303
North Carolina,Season peak percentage,Point,percent,NA,NA,1.5
North Carolina,Season peak percentage,Bin,percent,0,0.1,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.1,0.2,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.2,0.3,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.3,0.4,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.4,0.5,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.5,0.6,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.6,0.7,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.7,0.8,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.8,0.9,0.007633588
North Carolina,Season peak percentage,Bin,percent,0.9,1,0.007633588
North Carolina,Season peak percentage,Bin,percent,1,1.1,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.1,1.2,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.2,1.3,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.3,1.4,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.4,1.5,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.5,1.6,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.6,1.7,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.7,1.8,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.8,1.9,0.007633588
North Carolina,Season peak percentage,Bin,percent,1.9,2,0.007633588
North Carolina,Season peak percentage,Bin,percent,2,2.1,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.1,2.2,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.2,2.3,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.3,2.4,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.4,2.5,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.5,2.6,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.6,2.7,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.7,2.8,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.8,2.9,0.007633588
North Carolina,Season peak percentage,Bin,percent,2.9,3,0.007633588
North Carolina,Season peak percentage,Bin,percent,3,3.1,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.1,3.2,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.2,3.3,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.3,3.4,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.4,3.5,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.5,3.6,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.6,3.7,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.7,3.8,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.8,3.9,0.007633588
North Carolina,Season peak percentage,Bin,percent,3.9,4,0.007633588
North Carolina,Season peak percentage,Bin,percent,4,4.1,0.007633588
North Carolina,Season peak percentage,Bin,percent,4.1,4.2,0.007633588
North Carolina,Season peak percentage,Bin,percent,4.2,4.3,0.007633588
North Carolina,Season peak percentage,Bin,percent,4.3,4.4,0.007633588
